FECHA_DE_VUELO|OPERADOR|NUMERO_DE_VUELO|RUTA|ESTACION_COMPENSA|ESTACION_EMITE_HOTEL|ESTACION_EMITE_ALIMENTACION|ESTACION_EMITE_TRANSPORTE|CABINA_POR_CLASE|CLASE_SERVICIO|Motivo|COMPENSACION_EN_EUROS
04.05.2016|EX|792|FRAKEF|FRA|FRA|||Y||Cancelled|109
04.05.2016|EX|792|FRAKEF|FRA|FRA|||Y||Cancelled|109
12.05.2016|EX|792|FRAKEF|FRA||||Y||Cancelled|255
12.05.2016|EX|792|FRAKEF|FRA||||C||Cancelled|255
28.05.2016|EX|759|POMFRA|POM||||Y||Voluntary DB|255
25.05.2016|EX|792|FRAKEF|FRA||||Y||Cancelled|255
19.05.2016|EX|792|FRAKEF|FRA||||Y||Cancelled|255
22.05.2016|EX|84|FRAOSL|FRA||||Y||Delayed|306
31.05.2016|EX|795|KEFFRA|KEF||||Y||Cancelled|221
01.05.2016|EX|2898|PRNCRL|PRN||PRN||Y|S|Delayed ECR|51
01.05.2016|EX|942|BRULHR|BRU||||Y|T|Delayed|85
01.05.2016|EX|2472|CRLLGG|CRL||||Y|S|Delayed|51
01.05.2016|EX|2472|CRLLGG|CRL||||Y|S|Delayed|51
01.05.2016|EX|2472|CRLLGG|CRL||||Y|W|Delayed|51
01.05.2016|EX|2472|CRLLGG|CRL||||Y|W|Delayed|51
01.05.2016|EX|2472|CRLLGG|CRL||||Y|U|Delayed|51
01.05.2016|EX|2472|CRLLGG|CRL||||Y|S|Delayed|51
01.05.2016|EX|2472|CRLLGG|CRL||||Y|S|Delayed|51
01.05.2016|EX|2475|LGGCRL|LGG||LGG||Y|Z|Delayed|10
01.05.2016|EX|2475|LGGCRL|LGG||LGG||Y|W|Delayed|10
01.05.2016|EX|2475|LGGCRL|LGG||LGG||Y|T|Delayed|10
01.05.2016|EX|2475|LGGCRL|LGG||LGG||Y|W|Delayed|10
01.05.2016|EX|2475|LGGCRL|LGG||LGG||C|D|Delayed|10
01.05.2016|EX|2475|LGGCRL|LGG||LGG||Y|E|Delayed|10
01.05.2016|EX|2475|LGGCRL|LGG||LGG||Y|E|Delayed|10
01.05.2016|EX|11082|SXFCRL|SXF||||Y|W|Involuntary DB|170
01.05.2016|EX|5061|DRSSXF|DRS||DRS||Y|G|Delayed|0
01.05.2016|EX|5061|DRSSXF|DRS||DRS||Y|G|Delayed|0
01.05.2016|EX|5061|DRSSXF|DRS||DRS||Y|G|Delayed|0
01.05.2016|EX|1680|LHRRMS|LHR||||Y|Z|Involuntary DB|340
01.05.2016|EX|1680|LHRRMS|LHR|||LHR|Y|W|Involuntary DB|442
01.05.2016|EX|14785|HAMMUC|HAM|HAM||HAM|Y|Y|Delayed ECR|119
01.05.2016|EX|14785|HAMMUC|HAM|HAM||HAM|Y|Y|Delayed ECR|119
01.05.2016|EX|14785|HAMMUC|HAM|HAM||HAM|Y|Y|Delayed ECR|119
01.05.2016|EX|14785|HAMMUC|HAM|HAM||HAM|Y|Y|Delayed ECR|119
01.05.2016|EX|14785|HAMMUC|HAM|HAM||HAM|Y|Y|Delayed ECR|119
01.05.2016|EX|14785|HAMMUC|HAM|||HAM|Y|Y|Delayed ECR|24
01.05.2016|EX|1722|LHRDUS|LHR|LHR|||Y|L|Cancelled|228
01.05.2016|EX|1722|LHRDUS|LHR|LHR|||Y|U|Cancelled|228
01.05.2016|EX|1722|LHRDUS|LHR|LHR|||Y|U|Cancelled|228
01.05.2016|EX|783|FRABZZ|FRA|FRA|||Y|X|Voluntary DB|616
02.05.2016|EX|14284|CGNFRA|CGN||||Y|W|Involuntary DB|120
02.05.2016|EX|13854|DTMFRA|FRA||FRA||Y|W|Delayed ECR|10
02.05.2016|EX|1725|DUSLHR|LHR||LHR||Y|U|Delayed|2
02.05.2016|EX|14284|CGNFRA|CGN||||Y|W|Involuntary DB|120
02.05.2016|EX|13800|DTMFRA|FRA|FRA|||Y|T|Delayed ECR|123
02.05.2016|EX|13800|DTMFRA|FRA||FRA||Y|T|Delayed ECR|10
02.05.2016|EX|1725|DUSLHR|LHR||LHR||Y|X|Delayed|206
02.05.2016|EX|13800|DTMFRA|FRA|FRA|FRA||Y|X|Delayed ECR|132
02.05.2016|EX|12826|STRFRA|FRA||FRA||Y|U|Delayed ECR|17
02.05.2016|EX|1326|LHRBHX|LHR||LHR||Y|O|Voluntary DB|87
02.05.2016|EX|12826|STRFRA|FRA||FRA||Y|S|Delayed ECR|9
02.05.2016|EX|1320||DUS||||Y|X|Delayed|204
02.05.2016|EX|14730|FRATLL|MUC|||MUC|Y|U|Cancelled ECR|336
02.05.2016|EX|13911|NUEFRA|NUE||NUE||Y|U|Delayed|9
02.05.2016|EX|13911|NUEFRA|NUE||NUE||Y|S|Delayed|9
02.05.2016|EX|13911|NUEFRA|NUE||NUE||Y|S|Delayed|9
02.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|U|Cancelled ECR|378
02.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|X|Cancelled ECR|378
02.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|U|Cancelled ECR|378
02.05.2016|EX|14739|FRATLL|MUC|||MUC|Y|T|Cancelled ECR|378
02.05.2016|EX|1089|LHRFRA|LHR||||Y|U|Delayed|204
02.05.2016|EX|1089|LHRFRA|LHR||||Y|T|Delayed|204
02.05.2016|EX|1089|LHRFRA|LHR||||Y|E|Delayed|204
05.05.2016|EX|2775|LEJCRL|LEJ||||Y||Voluntary DB|306
02.05.2016|EX|14661|FRALPL|STR||STR||Y|W|Delayed ECR|10
02.05.2016|EX|14661|FRALPL|STR||STR||Y|U|Delayed ECR|10
02.05.2016|EX|14661|FRALPL|STR||STR||Y|U|Delayed ECR|10
02.05.2016|EX|14661|FRALPL|STR||STR||Y|U|Delayed ECR|10
02.05.2016|EX|14661|FRALPL|STR||STR||Y|P|Delayed ECR|10
02.05.2016|EX|42|FRADTM|FRA|FRA|||Y|T|Delayed ECR|117
02.05.2016|EX|2193|TXLSNN|TXL|TXL|TXL||Y|X|Delayed|136
02.05.2016|EX|2193|TXLSNN|TXL||TXL||Y|X|Delayed|17
02.05.2016|EX|792|FRAKEF|KEF|KEF|||Y|S|Cancelled|221
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|U|Delayed ECR|123
02.05.2016|EX|14662|LPLFRA|FRA|FRA|||Y|W|Delayed ECR|123
03.05.2016|EX|1098|FRALHR|FRA||FRA||Y|U|Delayed|10
03.05.2016|EX|1098|FRALHR|FRA||FRA||Y|A|Delayed|10
03.05.2016|EX|1098|FRALHR|FRA||FRA||Y|V|Delayed|10
03.05.2016|EX|1098|FRALHR|FRA||FRA||Y|T|Delayed|10
03.05.2016|EX|1098|FRALHR|FRA||FRA||Y|S|Delayed|10
03.05.2016|EX|2421|CRLHAJ|HAJ||||Y|P|MHB|170
03.05.2016|EX|2784|CRLLHR|CRL||||Y|U|Delayed|170
05.05.2016|EX|2775|LEJCRL|LEJ||||Y||Voluntary DB|306
03.05.2016|EX|258|SOUFRA|FRA|FRA|||Y|U|Delayed ECR|153
03.05.2016|EX|2916|BRECRL|CRL||||Y|S|Delayed|255
03.05.2016|EX|2916|BRECRL|CRL||||Y|S|Delayed|255
03.05.2016|EX|2916|BRECRL|CRL||||Y|S|Delayed|255
03.05.2016|EX|78|FRAGLA|FRA|FRA|||Y|T|Voluntary DB|790
03.05.2016|EX|2784|CRLLHR|LHR||LHR||Y|K|Delayed|172
03.05.2016|EX|2916|BRECRL|BRE||||Y|W|Involuntary DB|289
03.05.2016|EX|2916|BRECRL|CRL||||Y|X|Delayed|255
03.05.2016|EX|2916|BRECRL|CRL||||Y|S|Delayed|255
03.05.2016|EX|2916|BRECRL|CRL||||Y|U|Delayed|255
03.05.2016|EX|2916|BRECRL|CRL||||Y|U|Delayed|255
03.05.2016|EX|2784|CRLLHR|LHR||LHR||Y|P|Delayed|172
03.05.2016|EX|1089|LHRFRA|FRA|FRA|||Y|W|Delayed|153
03.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|X|Delayed ECR|153
04.05.2016|EX|1878|TXLLHR|TXL||TXL||Y|O|Involuntary DB|17
04.05.2016|EX|14104|DTMFKB|DTM||DTM||Y|V|Delayed|5
03.05.2016|EX|2916|BRECRL|CRL||||Y|K|Delayed|255
04.05.2016|EX|14106|FKBDTM|FKB||FKB||Y|V|Delayed|4
04.05.2016|EX|14730|FRATLL|MUC|||MUC|Y|P|Cancelled|378
04.05.2016|EX|14730|FRATLL|MUC|||MUC|Y|U|Cancelled|336
04.05.2016|EX|14731|TLLFRA|TLL||||Y|E|Cancelled|0
04.05.2016|EX|14733|FRATLL|MUC|||MUC|Y|T|Delayed ECR|171
04.05.2016|EX|14733|FRATLL|MUC|||MUC|Y|U|Delayed ECR|378
04.05.2016|EX|14734|TLLFRA|TLL|||TLL|Y|T|Cancelled ECR|416
04.05.2016|EX|14734|TLLFRA|TLL|||TLL|Y|P|Cancelled ECR|416
04.05.2016|EX|14724|FRATLL|MUC|||MUC|Y|W|Delayed ECR|378
04.05.2016|EX|207|LEJFRA|FRA||FRA||Y|U|Delayed ECR|10
04.05.2016|EX|207|LEJFRA|FRA||FRA||Y|U|Delayed ECR|10
04.05.2016|EX|207|LEJFRA|FRA||FRA||Y|U|Delayed ECR|10
04.05.2016|EX|207|LEJFRA|FRA||FRA||Y|E|Delayed ECR|10
04.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|S|Cancelled|419
04.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|S|Cancelled|419
04.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|U|Cancelled|419
04.05.2016|EX|14749|TLLFRA|TLL||TLL|TLL|Y|W|Cancelled|419
04.05.2016|EX|14749|TLLFRA|TLL||TLL||Y|L|Cancelled|3
04.05.2016|EX|14748|FRATLL|MUC|||MUC|Y|W|Cancelled|378
04.05.2016|EX|14748|FRATLL|MUC|||MUC|Y|W|Cancelled|378
04.05.2016|EX|14748|FRATLL|MUC|||MUC|Y|U|Cancelled|378
04.05.2016|EX|14748|FRATLL|FRA||||Y|U|Cancelled|120
04.05.2016|EX|12631|FRADTM|FRA||FRA||Y|W|Cancelled|10
04.05.2016|EX|14748|FRATLL|MUC|||MUC|Y|U|Cancelled|378
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|T|Delayed ECR|179
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|T|Delayed ECR|145
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|P|Delayed ECR|145
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|S|Delayed ECR|179
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|S|Delayed ECR|145
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|S|Delayed ECR|179
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|U|Delayed ECR|179
04.05.2016|EX|2889|DSACRL|CRL|CRL|||C|I|Delayed ECR|179
04.05.2016|EX|2889|DSACRL|CRL|CRL|||Y|T|Delayed ECR|179
04.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|U|Delayed ECR|100
04.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|S|Delayed ECR|100
04.05.2016|EX|21|DSAFRA|FRA|FRA|||Y|T|Delayed ECR|100
04.05.2016|EX|14629|STRFRA|FRA|FRA|||Y|U|Delayed ECR|115
04.05.2016|EX|14092|MSTABZ|FRA|FRA|||Y|U|Delayed ECR|123
04.05.2016|EX|1287|LHRCRL|LHR|LHR|||Y|U|Delayed ECR|170
04.05.2016|EX|12855|FRASTR|FRA||||Y|U|Delayed|120
04.05.2016|EX|12855|FRASTR|FRA|FRA|||Y|U|Delayed ECR|123
04.05.2016|EX|12855|FRASTR|FRA|FRA|||Y|U|Delayed ECR|123
04.05.2016|EX|14113|HELFRA|HEL|HEL|||C|P|Cancelled|110
04.05.2016|EX|14113|HELFRA|HEL|||HEL|Y|P|Cancelled|138
04.05.2016|EX|14113|HELFRA|HEL|HEL||HEL|Y|Z|Cancelled|256
05.05.2016|EX|63|BLLFRA|FRA|FRA|||Y|T|Delayed ECR|131
05.05.2016|EX|63|BLLFRA|FRA|FRA|||Y|Z|Delayed ECR|131
05.05.2016|EX|1227|BFSLHR|BFS||||C|I|Involuntary DB|0
05.05.2016|EX|2514|HAJCRL|CRL||||Y|Z|Delayed|51
05.05.2016|EX|1101|BHDLHR|BHD||||C|I|Voluntary DB|0
05.05.2016|EX|2121|BHXBRU|BHX||||Y|U|Delayed|85
05.05.2016|EX|2121|BHXBRU|BHX||||Y|U|Delayed|85
04.05.2016|EX|54|FRAMAN|MAN||MAN||Y|S|Delayed|134
05.05.2016|EX|207|LEJFRA|FRA||FRA||Y|T|Delayed ECR|10
05.05.2016|EX|207|LEJFRA|FRA||FRA||Y|T|Delayed ECR|10
05.05.2016|EX|14266|STRABZ|STR||STR||Y|U|Delayed|11
05.05.2016|EX|14266|STRABZ|STR||STR||Y|U|Delayed|11
05.05.2016|EX|14266|STRABZ|STR||STR||Y|U|Delayed|11
05.05.2016|EX|14266|STRABZ|STR||STR||Y|U|Delayed|11
05.05.2016|EX|14266|STRABZ|STR||STR||Y|U|Delayed|11
05.05.2016|EX|14266|STRABZ|STR||STR||Y|U|Delayed|11
04.05.2016|EX|105|DSASTR|DSA||DSA||Y|T|Delayed ECR|26
04.05.2016|EX|105|DSASTR|DSA||DSA||Y|T|Delayed ECR|26
04.05.2016|EX|105|DSASTR|DSA||DSA||Y|S|Delayed ECR|26
05.05.2016|EX|2202|CWLBHX|CWL||||Y|U|Cancelled|85
05.05.2016|EX|2490|HAJCRL|HAJ|HAJ||HAJ|Y|A|Voluntary DB|798
05.05.2016|EX|14725|FRAMUC|FRA||||Y|U|Involuntary DB|120
05.05.2016|EX|14725|FRAMUC|FRA||||Y|P|Involuntary DB|120
05.05.2016|EX|87|OSLFRA|FRA|FRA|||Y|S|Delayed ECR|123
30.05.2016|EX|357|BRSFRA|BRS||||Y||Cancelled|170
06.05.2016|EX|12727|LPLFRA|FRA|FRA|||Y|S|Delayed|100
06.05.2016|EX|12727|LPLFRA|FRA|FRA|||Y|S|Delayed|100
06.05.2016|EX|12727|LPLFRA|LPL||LPL||Y|U|Delayed|9
06.05.2016|EX|12727|LPLFRA|LPL||LPL||Y|U|Delayed|9
06.05.2016|EX|12727|LPLFRA|LPL||LPL||Y|W|Delayed|9
06.05.2016|EX|13939|FRANUE|FRA||FRA||Y|X|Cancelled ECR|3
06.05.2016|EX|13939|FRANUE|FRA||FRA||Y|S|Cancelled ECR|3
06.05.2016|EX|13939|FRANUE|FRA||FRA||Y|W|Cancelled ECR|3
06.05.2016|EX|13939|FRANUE|FRA||FRA||Y|S|Cancelled ECR|3
06.05.2016|EX|13939|FRANUE|FRA||FRA||Y|S|Cancelled ECR|3
06.05.2016|EX|13939|FRANUE|FRA||FRA||Y|P|Cancelled ECR|3
06.05.2016|EX|14733|FRATLL|MUC|||MUC|Y|T|Delayed ECR|336
06.05.2016|EX|14733|FRATLL|MUC|||MUC|Y|U|Delayed ECR|336
06.05.2016|EX|14733|FRATLL|MUC|||MUC|Y|S|Delayed ECR|336
06.05.2016|EX|14733|FRATLL|MUC|||MUC|Y|T|Delayed ECR|336
06.05.2016|EX|14734|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|865
06.05.2016|EX|12601|TLLFRA|TLL|||TLL|Y|T|Cancelled ECR|865
06.05.2016|EX|12601|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|865
06.05.2016|EX|12601|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|865
06.05.2016|EX|12601|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|865
06.05.2016|EX|12600|FRATLL|MUC|||MUC|Y|T|Delayed ECR|336
06.05.2016|EX|12600|FRATLL|MUC|||MUC|Y|T|Delayed ECR|336
06.05.2016|EX|12600|FRATLL|MUC|||MUC|Y|S|Delayed ECR|336
08.05.2016|EX|390|CRLFRA|CRL||||Y||Voluntary DB|204
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|865
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|S|Cancelled ECR|865
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|865
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|W|Cancelled ECR|865
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|B|Cancelled ECR|865
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|P|Cancelled ECR|865
06.05.2016|EX|14737|TLLFRA|TLL|||TLL|Y|W|Cancelled ECR|865
06.05.2016|EX|14182|LTNFRA|LTN||LTN||Y|P|Delayed|5
06.05.2016|EX|14182|LTNFRA|LTN||LTN||Y|Z|Delayed|5
06.05.2016|EX|14182|LTNFRA|LTN||LTN||Y|O|Delayed|5
06.05.2016|EX|33|GLAFRA|FRA|FRA|||Y|T|Delayed ECR|123
06.05.2016|EX|771|KEFFRA|KEF|KEF|||Y|S|Cancelled|221
08.05.2016|EX|390|CRLFRA|CRL||||Y||Voluntary DB|204
06.05.2016|EX|33|GLAFRA|FRA|FRA|||Y|S|Delayed ECR|123
06.05.2016|EX|14737|TLLFRA|BOH|||BOH|Y|U|Delayed ECR|448
06.05.2016|EX|14737|TLLFRA|BOH|||BOH|Y|T|Delayed ECR|448
06.05.2016|EX|14737|TLLFRA|BOH|||BOH|Y|S|Delayed ECR|448
06.05.2016|EX|14737|TLLFRA|BOH|||BOH|Y|M|Delayed ECR|448
06.05.2016|EX|14737|TLLFRA|BOH|||BOH|Y|A|Delayed ECR|448
06.05.2016|EX|2889|DSACRL|DSA||||Y|U|Delayed|357
06.05.2016|EX|2889|DSACRL|DSA||||Y|Z|Delayed|357
06.05.2016|EX|2889|DSACRL|DSA||||Y|U|Delayed|357
06.05.2016|EX|2889|DSACRL|DSA||||Y|X|Delayed|357
06.05.2016|EX|14179|LTNFRA|FRA|FRA|||Y|Y|Delayed|123
06.05.2016|EX|12580|DTMSTN|DTM|DTM|DTM|DTM|Y|G|Delayed|495
06.05.2016|EX|12580|DTMSTN|DTM|DTM|DTM|DTM|Y|G|Delayed|495
06.05.2016|EX|12580|DTMSTN|DTM||DTM||Y|U|Delayed|312
08.05.2016|EX|2772|CRLLEJ|CRL||||Y||Voluntary DB|204
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|L|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|U|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|W|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|X|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|T|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|W|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|W|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|Z|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|Q|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||C|D|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|T|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|Y|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|Y|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||C|J|Delayed ECR|105
06.05.2016|EX|12757|FRAMUC|FRA|FRA|||Y|T|Delayed ECR|105
07.05.2016|EX|2748|SOUCRL|SOU|SOU|||Y|T|Involuntary DB|601
07.05.2016|EX|14731|TLLFRA|TLL|||TLL|Y|U|Cancelled ECR|416
07.05.2016|EX|14730|FRATLL|FRA||||Y|O|Cancelled ECR|3
07.05.2016|EX|14730|FRATLL|FRA||||Y|W|Cancelled ECR|3
07.05.2016|EX|14730|FRATLL|FRA||||Y|U|Cancelled ECR|3
07.05.2016|EX|14730|FRATLL|FRA||||Y|Y|Cancelled ECR|3
07.05.2016|EX|12574|FRASTN|FRA||FRA||Y|G|Cancelled|10
07.05.2016|EX|1710|LHRBLL|LHR||||Y||Delayed|204
07.05.2016|EX|240|FRALEJ|FRA||||Y|U|Voluntary DB|306
07.05.2016|EX|1710|LHRBLL|LHR||||Y|U|Delayed|204
07.05.2016|EX|1710|LHRBLL|LHR||||Y|P|Delayed|204
07.05.2016|EX|1710|LHRBLL|LHR||||Y|W|Delayed|204
07.05.2016|EX|1710|LHRBLL|LHR||||Y|T|Delayed|204
07.05.2016|EX|1710|LHRBLL|LHR||||Y|T|Delayed|204
07.05.2016|EX|1710|LHRBLL|LHR||||Y|E|Delayed|204
07.05.2016|EX|1710|LHRBLL|LHR||||C|I|Delayed|340
07.05.2016|EX|1710|LHRBLL|LHR||||Y|U|Delayed|204
07.05.2016|EX|14748|FRATLL|FRA||FRA||Y|U|Involuntary DB|3
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|T|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|Z|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|T|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|K|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|Y|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||C|D|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|V|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|S|Delayed ECR|93
07.05.2016|EX|12895|FRAFKB|FRA|FRA|||Y|T|Delayed ECR|93
07.05.2016|EX|13840|FRADTM|FRA||||Y|Z|Voluntary DB|0
07.05.2016|EX|2898|PRNCRL|PRN||||Y|Z|Involuntary DB|0
07.05.2016|EX|1911|KEFLHR|LHR|LHR|||Y|U|Involuntary DB|483
07.05.2016|EX|14628|FRASTR|STR|||STR|Y|T|Delayed ECR|54
07.05.2016|EX|2751|CRLSOU|CRL||||Y|W|Involuntary DB|340
07.05.2016|EX|14269|CGNFRA|CGN||||Y|U|Delayed ECR|0
07.05.2016|EX|12607|FRADTM|FRA||||Y|U|Voluntary DB|0
07.05.2016|EX|2448|LGWCRL|LGW||||Y|U|Voluntary DB|0
07.05.2016|EX|14608|FRADTM|FRA||||Y|U|Voluntary DB|120
08.05.2016|EX|2151|BRUTXL|BRU||||Y|T|Cancelled|170
08.05.2016|EX|2148|TXLBRU|TXL||||Y|E|Cancelled|85
08.05.2016|EX|14068|DTMABZ|DTM||DTM||Y|U|Delayed|5
08.05.2016|EX|14068|DTMABZ|DTM||DTM||Y|U|Delayed|5
08.05.2016|EX|2514|HAJCRL|HAJ||||Y|A|Delayed|0
08.05.2016|EX|2514|HAJCRL|HAJ||||Y|W|Delayed|0
08.05.2016|EX|1473|LHRBRU|LHR||||Y|Z|Cancelled|85
08.05.2016|EX|1473|LHRBRU|LHR||||Y|T|Cancelled|85
08.05.2016|EX|1473|LHRBRU|LHR||||Y|T|Cancelled|85
08.05.2016|EX|1473|LHRBRU|LHR||||Y|M|Cancelled|85
08.05.2016|EX|258|SOUFRA|FRA|FRA|||Y|A|Delayed|586
08.05.2016|EX|258|SOUFRA|FRA|FRA|||Y|T|Delayed|616
08.05.2016|EX|258|SOUFRA|FRA|FRA|||Y|T|Delayed|183
08.05.2016|EX|258|SOUFRA|FRA|FRA|||Y|W|Delayed|616
08.05.2016|EX|13966|ABZFRA|FRA||FRA||Y|U|Cancelled|5
08.05.2016|EX|2514|HAJCRL|HAJ||||C|I|Delayed|0
08.05.2016|EX|2514|HAJCRL|HAJ||||Y|L|Delayed|0
08.05.2016|EX|945|LHRBRU|KEF||||Y|G|Involuntary DB|170
08.05.2016|EX|4917|DRSSTN|DRS||||Y|Q|Cancelled|102
08.05.2016|EX|2124|BRUBHX|BRU||||Y|X|Cancelled|85
08.05.2016|EX|2124|BRUBHX|BRU||||Y|P|Cancelled|85
08.05.2016|EX|2490|HAJCRL|HAJ||||C|I|Cancelled|0
08.05.2016|EX|14112|FRAHEL|FRA|FRA|||Y|K|Cancelled ECR|96
08.05.2016|EX|14112|FRAHEL|FRA|FRA|||Y|E|Cancelled ECR|96
08.05.2016|EX|14112|FRAHEL|FRA|FRA|||Y|T|Cancelled ECR|96
08.05.2016|EX|2490|HAJCRL|HAJ|HAJ|HAJ|HAJ|Y|A|Cancelled|0
08.05.2016|EX|2490|HAJCRL|HAJ||||Y|W|Cancelled|0
08.05.2016|EX|2490|HAJCRL|HAJ||||Y|E|Cancelled|0
08.05.2016|EX|2490|HAJCRL|HAJ||||Y|X|Cancelled|0
08.05.2016|EX|2490|HAJCRL|HAJ|HAJ|||Y|T|Cancelled|177
08.05.2016|EX|14083|LPLABZ|LPL||LPL||Y|U|Delayed|0
08.05.2016|EX|14083|LPLABZ|LPL||LPL||Y|U|Delayed|0
08.05.2016|EX|14083|LPLABZ|LPL||LPL||Y|U|Delayed|0
08.05.2016|EX|14083|LPLABZ|LPL||LPL||Y|U|Delayed|0
08.05.2016|EX|14083|LPLABZ|LPL||LPL||Y|W|Delayed|0
08.05.2016|EX|14083|LPLABZ|LPL||LPL||Y|W|Delayed|0
08.05.2016|EX|2751|CRLSOU|CRL||||Y|W|Involuntary DB|340
08.05.2016|EX|14127|MUCFRA|FRA|FRA|||Y|Z|Delayed ECR|153
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|U|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|U|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|S|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|S|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|T|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|T|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|T|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|S|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|S|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|Z|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|E|Delayed|6
08.05.2016|EX|2406|LCYCRL|LCY||LCY||Y|Z|Delayed|6
08.05.2016|EX|54|FRAMAN|FRA|FRA|||Y|U|Delayed ECR|183
08.05.2016|EX|1101|BHDLHR|LHR||||Y|U|MHB|0
09.05.2016|EX|1566|LHRLKZ|LHR||LHR||Y|U|Delayed|208
09.05.2016|EX|2427|CRLHAJ|CRL||||Y|A|Involuntary DB|85
09.05.2016|EX|2748|SOUCRL|SOU||||Y|K|Delayed|434
09.05.2016|EX|13863|LBAFRA|LBA||LBA||Y|P|Delayed|299
09.05.2016|EX|2901|CRLPRN|CRL||||Y||Involuntary DB|340
